C_MNTH,C_WDAY,C_HOUR,C_VEHS,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_TYPE,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,V_AGE
10,5,16,2,2,3,2,1,3,1,1,57,11,1,1,1,7
7,6,20,2,1,1,1,1,18,1,1,18,13,1,2,2,9
3,3,10,2,1,1,1,1,18,1,0,23,11,1,2,1,3
8,6,2,2,1,1,1,3,18,1,0,19,13,1,1,2,14
9,3,23,2,1,1,1,1,18,1,1,53,11,1,2,1,5
5,6,20,2,2,1,1,1,18,1,0,37,11,1,2,1,13
10,2,20,2,1,2,1,1,18,1,0,63,11,1,2,1,13
3,4,9,2,1,1,5,4,18,1,1,36,11,1,2,1,12
11,4,5,2,1,2,1,1,18,1,0,19,11,1,2,1,9
12,6,13,3,1,2,1,1,18,1,0,18,11,1,2,1,1
11,3,21,3,1,3,2,3,18,1,1,31,12,1,2,2,2
9,2,6,4,1,1,1,1,18,1,0,49,11,1,2,1,8
7,1,17,2,1,1,1,1,18,1,1,28,11,1,2,1,19
4,7,20,2,1,3,2,1,18,1,0,85,11,1,2,1,6
11,7,0,2,1,1,1,1,18,1,1,21,13,1,2,2,3
11,3,5,2,1,2,1,1,18,1,0,40,11,1,2,1,12
7,4,14,3,2,1,1,1,1,1,0,54,11,1,2,1,6
3,2,8,4,2,4,5,6,18,8,0,60,11,1,2,1,7
3,5,3,2,2,1,1,1,3,1,0,23,11,1,2,1,4
2,2,11,3,1,2,1,1,18,1,1,80,11,1,2,1,3
4,7,13,3,1,1,1,1,18,1,1,80,13,1,2,2,18
5,2,15,2,1,1,1,1,18,1,1,23,11,1,2,1,25
6,3,14,2,2,2,1,1,3,1,1,75,11,1,2,1,10
6,6,9,2,1,1,1,1,18,1,0,45,11,1,1,1,14
7,5,16,3,1,1,1,1,18,1,1,50,13,1,2,2,7
12,7,11,3,2,2,5,1,18,1,0,28,11,1,2,1,13
11,2,9,2,1,2,1,1,18,1,0,70,11,1,2,1,11
11,7,10,3,1,2,1,6,18,1,0,74,11,1,2,1,2
11,7,15,2,1,3,2,1,18,1,1,50,11,1,2,1,2
12,3,10,2,2,1,1,1,3,1,1,24,13,1,2,2,4
1,4,11,3,1,1,5,1,18,1,0,77,11,1,2,1,8
12,1,20,2,1,4,3,3,18,1,1,18,11,1,2,1,10
9,5,15,2,1,1,1,1,18,1,1,19,11,1,2,1,6
8,2,4,2,1,1,1,1,18,1,0,26,11,1,1,1,17
1,7,23,2,3,1,1,3,18,1,0,26,13,1,13,2,10
6,5,23,3,2,1,1,1,18,1,0,25,11,1,2,1,15
3,4,12,3,1,1,1,1,18,1,1,34,11,1,2,1,8
5,5,15,2,1,2,1,1,18,1,0,23,11,1,2,1,4
4,7,13,3,3,1,1,1,3,1,0,64,11,1,2,1,1
2,3,11,2,1,1,5,1,18,1,0,36,11,1,2,1,2
8,6,14,3,1,1,1,1,18,1,0,79,11,1,2,1,12
10,3,18,2,1,1,1,1,18,1,1,34,21,1,2,2,1
7,5,9,4,3,1,1,1,18,1,1,71,11,1,2,1,10
6,4,18,3,1,1,1,1,18,1,0,22,13,1,2,2,15
10,1,7,2,1,1,1,1,18,1,1,13,13,1,2,2,1
2,2,12,2,1,1,2,1,18,1,1,70,11,1,2,1,5
12,6,4,3,1,1,1,1,18,1,0,34,11,1,2,1,13
4,6,1,3,2,4,3,1,18,1,0,16,12,1,2,2,12
1,4,15,2,2,1,5,1,1,1,1,6,23,1,2,2,5
10,5,17,2,1,1,1,1,18,1,1,42,21,1,13,2,8
2,2,10,2,1,1,1,1,18,11,0,57,22,1,12,2,8
12,7,19,2,1,1,1,1,18,1,1,16,11,1,2,1,13
9,1,13,2,1,1,1,1,18,1,1,58,11,1,2,1,13
10,1,5,3,1,1,1,1,18,1,0,29,13,1,2,2,5
8,6,3,2,1,1,1,1,18,1,1,19,13,1,2,2,7
10,1,19,2,1,1,1,1,18,1,1,25,11,1,2,1,15
1,6,17,3,2,2,5,1,18,1,0,48,11,1,2,1,12
1,3,19,2,1,1,5,1,18,1,1,22,13,1,2,2,7
8,2,21,3,1,2,2,1,18,1,0,6,21,1,2,2,11
4,1,18,8,1,1,1,1,18,1,1,35,13,1,1,2,1
12,4,21,2,1,1,1,1,18,1,0,22,11,1,2,1,7
8,6,21,2,2,1,1,1,18,1,0,53,11,1,2,1,10
11,6,20,4,2,2,1,2,18,1,1,80,13,1,2,2,2
5,2,12,3,1,1,1,1,18,1,1,75,13,1,2,2,18
7,4,22,2,1,1,1,2,18,1,0,62,11,1,2,1,9
1,7,17,2,1,1,1,1,18,1,0,83,13,1,2,2,3
5,1,16,2,1,1,1,3,18,1,0,24,11,1,1,1,14
1,7,14,2,1,3,2,1,18,1,1,26,11,1,2,1,1
12,3,7,2,1,5,5,3,18,1,1,3,21,1,2,2,7
7,3,21,2,1,1,1,1,18,1,0,19,11,1,2,1,8
2,5,15,2,3,4,5,1,18,1,1,69,11,1,2,1,8
10,6,18,2,1,1,1,1,18,1,0,29,23,1,2,2,5
6,6,23,4,1,1,1,1,18,1,1,46,13,1,2,2,10
4,7,17,3,1,1,1,3,18,1,0,50,13,1,1,2,12
9,4,18,2,1,1,1,1,18,14,0,40,11,1,9,5,13
7,2,11,2,1,1,1,1,18,1,0,36,13,1,2,2,6
12,7,18,2,1,1,1,1,18,1,0,87,11,1,2,1,1
10,6,23,2,1,1,1,1,18,1,0,53,11,1,1,1,7
2,7,1,2,1,4,3,1,18,1,0,32,11,1,2,1,6
3,6,17,2,1,1,5,1,18,1,0,40,12,1,1,2,14
3,3,15,2,1,1,5,3,18,1,1,51,11,1,1,1,7
11,1,18,2,1,4,5,2,18,1,1,40,13,1,2,2,14
10,3,8,3,1,1,1,2,18,1,1,82,11,1,2,1,8
6,2,20,3,1,1,1,1,18,1,0,4,21,1,2,2,6
12,6,4,3,1,1,1,1,18,8,0,28,11,1,2,1,0
1,3,15,3,1,1,5,2,18,1,0,18,11,1,2,1,14
5,5,0,2,1,1,1,1,18,1,0,26,11,1,2,1,12
1,1,16,2,1,1,3,1,1,1,1,34,11,1,2,1,3
8,2,10,2,1,1,1,1,18,1,1,72,11,1,2,1,4
3,5,4,2,1,1,1,1,18,1,0,52,11,1,2,1,9
8,4,21,2,1,1,1,1,18,1,0,79,11,1,2,1,12
9,1,20,2,1,1,1,1,18,1,1,16,13,1,12,2,5
10,7,0,2,1,1,1,1,18,1,0,30,11,1,2,1,4
11,7,0,2,1,1,1,1,18,1,1,2,23,1,2,2,3
5,7,10,2,1,1,1,1,18,1,0,88,11,1,2,1,9
4,6,4,2,2,1,1,1,1,1,0,22,13,1,2,2,12
10,6,13,2,1,1,1,1,18,1,1,36,11,1,2,1,3
6,7,0,3,1,2,1,1,18,1,0,22,11,1,2,1,15
8,7,10,3,1,1,2,1,18,1,1,76,11,1,2,1,15
3,5,21,2,1,1,1,1,18,1,0,47,13,1,2,2,7
5,1,10,3,1,1,1,1,18,1,1,36,13,1,2,2,2
1,6,18,2,2,4,3,3,18,1,1,22,11,1,2,1,10
10,4,9,2,1,2,1,1,18,1,1,60,11,1,1,1,1
6,4,8,3,2,1,1,1,18,1,1,30,11,1,2,1,12
10,1,17,3,1,3,2,1,18,1,0,17,11,1,2,1,13
11,6,19,2,1,1,1,1,18,1,1,48,11,1,2,1,10
9,2,21,2,2,1,2,1,3,1,1,26,13,1,2,2,22
6,5,14,5,1,1,1,1,18,1,0,60,11,1,2,1,16
8,4,14,3,3,1,1,1,18,14,0,18,11,1,9,5,8
10,2,9,2,1,2,2,1,1,1,1,70,13,1,2,2,8
7,5,23,3,1,1,1,1,18,1,0,19,11,1,2,1,7
8,3,14,2,1,1,1,1,18,1,0,22,11,1,2,1,10
10,1,3,2,1,2,1,2,18,1,0,21,11,1,1,1,0
4,7,11,2,1,1,1,1,17,1,1,55,11,1,2,1,7
11,7,20,2,1,4,2,3,18,1,0,26,11,1,2,1,1
7,2,18,2,2,1,1,1,18,1,0,23,11,1,2,1,16
12,5,14,2,2,1,5,1,18,1,1,30,11,1,2,1,11
11,7,12,2,1,1,1,1,18,1,0,49,11,1,2,1,11
1,6,18,2,1,2,3,1,18,1,0,51,11,1,2,1,13
6,5,16,2,1,1,1,1,18,1,1,20,11,1,2,1,8
7,2,14,3,1,1,1,3,18,1,1,53,13,1,2,2,4
8,5,20,2,1,2,1,2,18,14,0,18,11,1,9,5,7
7,2,12,3,2,1,1,1,1,1,1,34,11,1,2,1,26
11,7,8,2,2,3,2,1,18,1,1,32,11,1,2,1,8
12,7,8,2,1,1,5,1,18,1,0,33,11,1,2,1,3
2,1,10,4,2,1,1,1,18,1,1,61,11,1,1,1,15
11,4,11,3,1,3,2,1,1,1,0,63,11,1,2,1,5
6,7,11,3,1,1,1,1,18,1,0,50,11,1,2,1,2
2,7,8,2,1,1,5,4,18,1,1,56,21,1,2,2,7
8,7,20,2,1,1,1,3,18,1,1,78,13,1,2,2,20
10,1,9,2,1,1,1,1,18,1,1,21,11,1,2,1,6
9,6,5,2,1,1,1,3,18,1,1,56,11,1,2,1,1
6,2,20,2,1,1,1,6,18,1,1,44,11,1,2,1,8
12,2,0,2,1,1,1,1,18,8,0,40,13,1,2,2,12
3,6,10,2,1,1,1,1,18,1,1,23,13,1,1,2,14
8,6,22,2,1,1,1,1,18,1,0,30,11,1,2,1,12
11,5,8,2,1,1,1,1,18,1,1,33,11,1,2,1,8
1,1,8,2,1,2,5,3,18,1,0,53,11,1,2,1,6
6,3,4,2,1,1,1,1,18,1,0,31,11,1,2,1,11
5,4,21,3,1,1,1,2,18,1,0,17,13,1,2,2,2
8,7,19,2,1,1,1,1,18,1,0,54,11,1,2,1,8
6,1,11,2,1,1,1,2,18,1,0,40,11,1,1,1,11
11,7,18,4,2,1,1,1,8,1,0,84,11,1,2,1,3
1,5,9,3,1,4,5,1,18,1,1,24,11,1,2,1,14
3,2,15,2,1,1,1,1,18,1,0,48,11,1,2,1,7
8,7,19,2,1,1,1,2,18,1,0,51,11,1,2,1,1
9,1,15,3,3,1,1,1,18,1,1,79,11,1,2,1,11
3,5,4,2,2,1,5,1,18,1,1,28,11,1,2,1,9
9,3,10,2,1,1,1,1,18,7,0,44,22,1,13,2,11
7,5,2,3,1,1,2,4,18,1,0,28,11,1,2,1,15
7,2,11,2,1,1,1,1,18,1,1,24,11,1,2,1,4
8,5,21,2,1,1,1,1,18,1,1,34,13,1,2,2,9
3,2,21,2,1,1,2,2,18,1,0,50,11,1,2,1,11
4,1,10,2,3,1,1,1,18,1,1,81,11,1,2,1,5
7,7,17,2,1,1,1,1,18,14,1,21,21,1,9,5,5
3,4,4,2,3,1,1,1,18,1,0,55,11,1,2,1,6
1,7,6,2,2,1,2,1,18,1,0,19,11,1,1,1,20
12,5,19,2,2,1,1,1,18,1,0,57,11,1,2,1,13
7,7,20,2,1,3,2,2,18,1,0,51,11,1,2,1,20
8,6,6,2,1,1,1,2,18,1,1,61,23,1,2,2,9
5,2,14,4,1,1,1,1,18,1,0,22,11,1,2,1,12
1,7,21,2,1,1,1,1,18,1,1,17,13,1,2,2,19
11,6,10,2,1,4,5,1,18,1,1,68,11,1,2,1,13
9,4,7,2,1,1,1,1,18,1,1,44,11,1,2,1,17
7,5,12,3,1,1,1,6,11,1,0,36,11,1,2,1,8
1,1,7,2,1,3,5,1,18,1,0,43,11,1,2,1,11
8,3,17,3,2,2,1,1,18,1,0,1,23,1,2,2,11
4,2,15,4,1,1,1,1,18,1,1,58,13,1,2,2,16
4,7,18,2,1,1,1,1,3,1,0,51,13,1,2,2,10
12,4,12,2,1,1,1,1,18,1,1,22,11,1,2,1,13
2,7,17,3,2,1,5,1,18,1,1,16,11,1,2,1,13
4,3,5,2,3,1,1,1,18,1,1,72,11,1,2,1,7
5,5,13,2,9,1,1,3,18,1,1,73,11,1,2,1,10
2,5,10,2,1,2,3,1,18,1,1,29,13,1,2,2,17
11,1,5,2,1,1,1,1,18,1,1,42,11,1,12,1,15
6,4,13,2,2,1,1,1,3,14,1,31,11,1,9,5,14
5,4,12,2,1,1,1,1,18,14,0,16,11,1,9,5,9
7,5,11,3,1,1,1,2,18,1,1,7,23,1,2,2,1
8,6,20,5,2,1,1,1,1,6,0,24,13,1,2,2,10
2,3,22,2,1,1,1,1,18,1,1,54,23,1,2,2,4
12,3,20,2,1,4,3,3,18,1,1,52,11,1,13,1,5
9,1,16,2,1,1,1,5,18,1,1,25,11,1,2,1,7
8,7,16,2,1,1,1,1,18,1,0,3,21,1,2,2,3
4,7,16,2,1,1,1,1,18,1,0,18,11,1,2,1,20
8,6,17,3,1,1,1,1,18,1,1,3,23,1,2,2,11
6,3,17,3,1,2,1,1,18,1,1,6,21,1,1,2,10
10,4,18,2,1,3,4,1,18,1,1,21,11,1,2,1,6
9,3,0,2,1,1,1,1,18,1,1,53,11,1,2,1,11
11,2,17,2,3,1,2,1,18,1,0,18,13,1,2,2,13
11,3,0,2,1,1,1,1,18,1,0,17,13,1,2,2,17
5,2,16,2,1,1,1,1,18,7,0,25,11,1,2,1,16
11,7,17,2,3,1,1,1,18,1,0,62,11,1,2,1,7
5,5,17,3,1,1,1,3,18,1,1,37,11,1,2,1,9
7,3,23,3,1,2,1,1,18,1,1,6,13,1,2,2,2
9,7,12,2,1,2,1,3,18,14,1,36,11,1,9,5,16
6,3,14,4,1,2,1,1,18,1,1,31,11,1,2,1,11
11,2,9,2,1,2,1,1,18,1,1,61,11,1,2,1,7
9,5,3,2,1,1,1,3,18,14,0,30,11,1,9,5,3
11,7,12,2,1,3,2,1,18,1,0,87,11,1,2,1,23
7,3,3,2,1,1,1,1,18,1,1,29,11,1,2,1,12
12,2,21,2,1,4,5,3,18,1,0,38,11,1,2,1,12
8,3,15,2,1,1,1,1,18,1,1,82,11,1,2,1,1
9,2,12,2,2,1,1,1,18,1,1,69,11,1,2,1,11
7,2,21,2,1,1,2,1,18,1,1,25,13,1,2,2,2
11,5,20,2,1,1,1,1,8,1,1,56,13,1,2,2,19
6,5,23,2,1,2,1,1,18,14,0,23,11,1,9,5,12
11,6,4,3,1,1,1,3,3,1,0,20,11,1,2,1,10
8,7,5,3,1,1,1,5,18,1,0,23,11,1,2,1,11
9,4,22,2,1,2,2,1,18,1,1,58,11,1,2,1,4
12,7,14,5,2,1,1,1,1,1,0,24,11,1,2,1,5
2,1,15,2,1,2,1,3,18,1,1,61,13,1,2,2,14
8,2,21,3,1,2,2,1,18,1,1,32,11,1,2,1,11
11,4,0,2,1,1,1,1,18,1,0,19,11,1,2,1,22
1,7,15,2,1,4,5,1,18,1,1,69,11,1,2,1,4
6,4,18,2,1,1,1,3,18,1,0,73,11,1,2,1,7
11,3,1,2,1,4,3,2,18,1,0,32,11,1,2,1,12
8,4,14,2,1,1,1,1,18,1,1,21,13,1,2,2,21
2,2,23,2,1,4,5,3,18,7,0,59,11,1,2,1,9
7,2,8,3,9,1,1,1,3,1,1,74,11,1,2,1,3
7,7,14,3,2,1,1,1,18,1,1,69,11,1,2,1,3
8,7,15,2,1,1,1,1,18,1,1,84,13,1,2,2,10
5,5,22,3,2,1,1,1,1,1,1,34,11,1,2,1,5
12,5,14,2,1,1,1,1,18,1,1,50,11,1,2,1,8
5,1,13,2,1,1,1,5,18,1,1,62,11,1,1,1,7
3,6,21,2,1,1,5,1,18,1,1,40,13,1,12,2,18
6,4,17,2,1,1,1,1,18,1,0,68,11,1,2,1,4
9,6,16,4,2,1,1,1,1,7,0,34,13,1,2,2,20
2,5,16,2,1,1,5,1,18,1,0,38,11,1,2,1,13
12,1,23,2,2,2,5,1,3,1,0,18,11,1,2,1,2
6,2,21,2,2,1,1,1,3,1,1,43,13,1,2,2,10
8,2,23,3,1,1,1,1,18,1,0,56,11,1,2,1,5
7,1,16,2,1,1,1,2,18,1,0,74,11,1,2,1,2
7,4,14,2,1,2,1,1,18,14,0,35,11,1,9,5,18
12,5,7,2,2,1,1,1,18,1,0,70,11,1,1,1,5
7,6,1,3,2,2,1,1,18,1,1,17,11,1,2,1,12
4,1,20,2,1,1,1,1,18,1,1,74,11,1,2,1,15
2,4,14,2,1,4,5,2,18,1,1,71,13,1,2,2,9
10,1,1,2,1,3,2,1,18,1,1,29,11,1,2,1,14
6,5,22,2,1,1,1,1,18,1,0,26,11,1,2,1,2
3,6,22,2,2,2,2,1,18,1,1,53,11,1,2,1,5
11,3,10,2,1,1,1,3,18,8,0,41,11,1,2,1,20
8,6,18,2,2,1,1,1,3,1,0,61,11,1,2,1,4
12,5,22,5,1,2,2,1,18,1,0,76,11,1,2,1,4
4,1,18,8,1,1,1,1,18,1,0,10,21,1,1,2,1
11,1,14,4,2,1,1,1,18,1,0,61,11,1,2,1,16
8,5,14,4,1,1,1,1,18,1,0,20,11,1,2,1,7
2,6,0,2,2,1,1,1,18,1,0,20,11,1,2,1,33
5,3,9,2,1,2,1,1,18,1,0,80,11,1,2,1,8
3,2,11,2,1,1,5,1,18,1,0,82,11,1,2,1,9
12,5,2,4,2,1,1,1,1,1,0,21,11,1,12,1,1
1,6,13,2,1,1,1,1,18,1,1,24,13,1,1,2,9
12,5,2,4,2,1,1,1,1,1,0,21,13,1,12,2,1
5,7,5,2,3,1,2,2,18,1,0,32,11,1,1,1,11
1,4,18,3,3,4,5,1,18,1,0,54,11,1,2,1,12
9,7,10,2,3,1,1,1,18,1,0,57,11,1,2,1,7
6,5,15,2,1,1,1,1,18,1,0,23,11,1,2,1,15
1,2,10,2,2,1,5,3,18,1,0,39,11,1,2,1,14
12,7,18,2,1,6,3,1,18,1,1,29,11,1,2,1,7
10,2,16,3,1,1,6,1,18,1,0,86,11,1,1,1,19
7,2,19,2,3,1,1,1,18,1,1,46,11,1,2,1,2
8,1,7,2,3,1,1,2,3,1,0,28,11,1,2,1,14
8,3,0,2,1,1,1,1,18,1,0,19,11,1,2,1,9
4,4,13,4,1,1,1,1,18,1,0,78,11,1,2,1,4
10,6,7,3,1,2,2,3,18,1,1,18,11,1,2,1,22
6,2,13,3,1,1,1,1,18,1,1,24,11,1,2,1,8
8,6,5,2,1,1,1,1,18,1,1,59,11,1,2,1,2
5,7,13,2,3,1,1,1,18,14,0,50,11,1,9,5,4
4,5,21,14,1,4,5,1,18,1,0,17,21,1,2,2,10
8,7,1,3,1,1,1,1,18,1,0,65,11,1,1,1,12
6,4,8,2,1,1,1,1,18,1,1,30,11,1,2,1,3
7,7,18,2,1,1,1,1,18,14,0,28,11,1,9,5,10
9,5,19,2,1,1,1,1,18,1,1,54,11,1,2,1,6
5,5,17,4,2,1,1,1,3,1,0,65,11,1,2,1,9
8,5,19,2,1,1,1,3,18,1,1,63,11,1,2,1,9
1,7,18,2,1,2,5,2,18,1,1,28,11,1,2,1,3
5,3,17,2,1,1,1,1,18,1,0,29,11,1,2,1,10
8,6,16,3,1,2,2,4,18,14,0,44,11,1,9,5,11
5,2,11,2,1,1,1,1,18,1,1,69,11,1,2,1,12
3,4,8,2,1,1,1,1,18,1,1,7,23,1,2,2,14
3,1,13,3,1,1,1,2,18,1,0,24,11,1,2,1,15
7,2,1,3,1,1,6,3,18,1,0,25,13,1,2,2,12
10,5,0,2,1,1,1,1,18,1,0,60,11,1,2,1,9
3,1,17,4,1,2,2,1,18,1,0,71,11,1,2,1,17
9,5,15,2,1,1,1,1,18,1,1,50,11,1,2,1,18
7,4,8,2,1,6,1,6,18,7,0,34,13,1,2,2,1
2,5,13,2,2,1,2,1,18,1,0,71,11,1,2,1,6
5,5,23,3,1,1,1,1,18,1,0,59,11,1,2,1,10
12,5,19,2,1,4,3,1,1,1,0,36,11,1,2,1,13
7,3,14,2,1,1,1,1,17,1,1,21,11,1,2,1,11
10,4,8,2,1,1,1,1,18,1,0,10,23,1,2,2,8
1,3,16,2,1,1,5,1,18,1,1,58,11,1,2,1,6
3,4,9,2,1,6,5,1,18,1,1,65,11,1,2,1,14
1,2,16,2,1,2,5,1,18,1,0,39,11,1,2,1,5
2,2,6,2,1,1,1,1,18,1,1,26,11,1,2,1,16
7,5,17,3,2,1,1,2,3,14,1,58,11,1,9,5,11
2,1,13,2,1,4,3,1,18,1,1,71,11,1,2,1,13
5,3,20,2,1,1,1,1,18,1,0,68,12,1,2,2,16
10,7,11,2,1,1,1,1,18,1,0,70,11,1,1,1,1
11,7,14,4,2,1,1,1,18,1,1,42,11,1,2,1,4
8,7,16,2,1,1,1,1,18,1,1,27,11,1,2,1,3
3,4,18,3,1,2,5,1,18,1,1,17,22,1,2,2,17
5,2,15,2,2,1,1,1,18,1,1,72,13,1,2,2,7
7,5,15,2,3,1,1,1,18,1,0,56,11,1,2,1,23
7,1,12,2,1,1,1,1,18,1,1,72,11,1,2,1,5
8,7,0,2,1,2,1,3,18,1,1,43,11,1,2,1,2
7,7,19,2,1,1,1,3,18,14,0,41,11,1,9,5,8
4,1,18,8,1,1,1,1,18,1,0,12,23,1,1,2,1
12,5,14,3,1,1,1,1,18,1,0,77,13,1,2,2,15
11,7,23,2,1,3,2,1,18,1,0,30,11,1,2,1,12
10,3,7,2,1,2,1,1,18,1,1,62,11,1,2,1,7
2,7,8,2,1,1,5,4,18,1,0,70,13,1,2,2,12
2,5,11,2,1,1,1,2,18,1,1,50,13,1,1,2,11
5,1,20,3,1,1,1,1,18,1,1,17,11,1,2,1,6
12,7,16,3,1,1,1,1,18,1,1,77,11,1,2,1,12
3,4,19,3,2,1,3,1,18,1,1,18,11,1,2,1,15
8,6,1,4,1,1,1,3,18,1,0,23,11,1,1,1,7
2,5,13,2,1,1,5,1,18,1,0,41,11,1,2,1,4
7,6,16,2,3,1,1,1,18,1,0,22,11,1,2,1,7
4,7,9,2,1,1,1,1,18,1,0,52,11,1,2,1,15
10,5,22,2,1,2,1,5,18,1,0,52,96,1,1,2,2
11,1,21,2,1,1,1,1,18,1,1,19,13,1,2,2,0
6,3,16,2,1,1,1,1,18,1,1,60,11,1,2,1,3
1,5,0,2,2,4,5,1,18,1,0,23,11,1,2,1,8
6,5,23,4,1,3,2,2,18,1,0,25,11,1,2,1,12
11,1,10,3,1,2,1,1,8,8,0,52,11,1,2,1,21
8,6,20,3,1,1,1,1,18,1,1,54,11,1,1,1,10
11,3,14,3,1,1,1,1,18,1,1,58,11,1,2,1,2
10,5,9,2,1,1,1,1,18,1,1,42,11,1,2,1,2
11,2,12,4,1,1,1,1,18,1,1,86,11,1,2,1,13
2,6,9,3,1,1,2,1,18,1,1,78,13,1,2,2,5
1,7,10,2,1,3,5,4,18,1,1,10,13,1,2,2,13
10,6,15,2,2,1,1,3,1,1,1,53,11,1,2,1,4
4,3,10,2,1,1,1,1,18,1,1,35,11,1,2,1,8
11,7,20,2,1,4,2,3,18,1,1,29,13,1,2,2,1
11,1,0,2,1,2,1,1,18,1,0,56,11,1,2,1,1
2,6,14,4,1,2,1,1,18,1,0,9,21,1,2,2,11
8,2,22,2,1,1,1,3,18,1,0,19,11,1,2,1,6
1,6,3,2,1,1,1,1,18,1,1,34,11,1,2,1,13
5,7,2,2,1,3,2,1,18,1,0,24,11,1,2,1,10
10,7,22,2,1,1,1,1,1,1,1,38,11,1,2,1,2
2,2,18,3,2,1,2,1,3,1,1,42,11,1,2,1,13
12,2,20,2,2,2,5,1,3,1,1,16,11,1,2,1,11
7,5,19,2,1,1,1,1,18,14,0,24,96,1,9,5,10
7,4,13,3,2,1,1,1,18,1,1,7,21,1,2,2,8
9,5,7,3,2,1,1,1,4,1,1,24,11,1,2,1,5
6,1,22,8,1,1,1,3,18,1,0,19,13,1,2,2,13
9,7,12,2,2,2,1,1,18,1,1,31,11,1,2,1,6
4,5,20,3,1,1,1,1,18,1,0,26,11,1,2,1,14
6,2,8,2,1,1,1,1,18,1,1,70,11,1,2,1,12
7,7,3,2,1,1,1,1,18,1,0,22,11,1,2,1,4
6,3,14,2,1,1,1,3,18,1,0,24,11,1,2,1,12
12,2,16,2,1,2,1,5,18,1,1,78,11,1,2,1,3
8,4,15,2,1,1,1,1,18,1,0,8,23,1,2,2,10
5,5,20,3,2,1,1,1,3,1,1,66,11,1,2,1,11
9,4,7,3,1,1,1,1,18,8,0,24,11,1,2,1,18
1,2,9,2,2,1,1,1,3,1,1,17,11,1,2,1,8
10,3,20,2,3,3,2,1,18,1,0,51,11,1,2,1,12
9,3,14,3,1,1,1,1,18,1,1,28,11,1,2,1,9
11,1,7,3,2,4,3,1,4,1,1,44,11,1,2,1,7
8,5,11,2,1,2,1,1,18,1,1,38,11,1,2,1,5
1,1,9,2,1,1,5,1,18,1,1,55,11,1,2,1,7
7,4,0,2,1,1,1,1,18,1,1,17,11,1,2,1,9
11,2,3,2,1,1,3,1,18,1,1,17,11,1,2,1,11
2,7,4,2,1,1,5,2,18,1,1,23,13,1,2,2,5
3,1,7,2,1,1,1,1,18,1,0,23,11,1,2,1,14
8,5,2,2,1,1,1,1,18,1,0,25,11,1,2,1,6
10,4,8,2,1,1,1,1,18,1,0,15,13,1,2,2,8
4,3,16,4,1,1,1,1,18,1,1,58,11,1,2,1,2
5,7,17,2,1,1,1,1,18,1,0,16,13,1,2,2,4
1,7,16,3,1,2,2,1,18,1,0,80,11,1,2,1,10
8,7,17,2,1,1,1,2,18,1,1,60,11,1,2,1,6
9,3,6,3,1,1,1,1,18,1,0,36,11,1,2,1,9
5,4,13,3,1,1,1,1,18,1,0,73,11,1,2,1,8
1,5,15,2,1,2,2,1,18,1,1,31,11,1,2,1,6
11,7,2,2,1,2,1,1,18,1,0,21,11,1,2,1,10
6,5,4,2,1,1,1,1,18,1,0,24,13,1,2,2,14
9,5,21,2,2,1,1,3,18,1,1,78,11,1,2,1,1
11,3,19,2,1,1,2,1,18,1,0,40,11,1,2,1,9
5,5,18,3,1,1,1,1,18,1,0,72,11,1,2,1,16
11,2,19,2,1,2,2,1,18,1,1,27,11,1,12,1,8
10,7,15,7,1,7,1,1,11,1,0,20,11,1,2,1,12
5,7,15,2,2,1,1,1,3,1,1,43,11,1,2,1,12
8,7,19,2,1,1,1,1,18,1,0,23,11,1,2,1,1
12,6,9,4,1,2,1,1,18,1,0,54,11,1,2,1,9
4,5,2,2,1,1,1,1,18,1,1,22,11,1,2,1,14
4,2,20,2,1,1,1,1,18,14,0,44,96,1,9,5,7
11,6,21,2,1,1,1,1,18,1,0,17,21,1,2,2,14
2,3,19,2,1,2,1,1,18,1,1,82,11,1,2,1,18
8,1,14,3,3,1,1,1,18,1,1,42,11,1,2,1,10
8,2,21,3,1,1,1,1,1,1,1,57,13,1,2,2,10
12,7,7,3,1,3,2,4,18,1,0,20,11,1,2,1,10
10,2,11,2,1,1,1,1,18,1,1,8,23,1,2,2,19
2,3,12,3,1,2,1,1,18,1,0,40,11,1,2,1,13
5,1,16,2,1,1,1,3,18,1,0,39,11,1,2,1,13
8,6,1,2,1,1,1,1,18,1,0,53,11,1,2,1,14
5,2,6,3,1,1,1,1,18,1,1,21,11,1,2,1,14
5,5,2,2,1,1,1,3,18,1,0,56,11,1,2,1,2
12,5,14,2,1,1,2,1,18,1,1,48,13,1,2,2,6
2,6,13,2,1,1,1,1,18,1,1,87,11,1,2,1,15
6,6,12,2,1,2,1,1,18,1,1,22,11,1,2,1,3
10,7,9,2,1,3,2,1,18,1,1,17,11,1,2,1,1
4,2,15,3,1,1,1,2,18,1,0,73,11,1,2,1,8
10,4,8,2,1,1,1,1,3,1,1,1,21,1,2,2,1
6,5,9,2,1,1,2,3,18,1,0,65,11,1,2,1,9
7,3,11,2,1,1,1,3,18,14,0,21,96,1,1,5,40
12,4,9,2,1,4,3,1,18,1,1,28,11,1,2,1,6
2,4,16,2,1,1,4,1,18,1,1,41,11,1,2,1,12
9,3,19,2,1,1,1,2,18,1,0,47,11,1,2,1,10
